date,parameter,location,value,unit,city,attribution,coordinates,country,sourcename,sourcetype,mobile
"{utc=2015-09-03T13:30:00.000Z, local=2015-09-03T22:30:00+09:00}",pm10,Tolgoit,30.0,Âµg/mÂ³,Ulaanbaatar,"[{name=Agaar.mn, url=http://agaar.mn/}, {name=National Agency of Meteorology and Environmental Monitoring, url=http://namem.gov.mn}]","{latitude=47.922497, longitude=106.79481}",MN,Agaar.mn,,
"{utc=2015-09-03T13:30:00.000Z, local=2015-09-03T22:30:00+09:00}",pm25,Bukhiin urguu,31.0,Âµg/mÂ³,Ulaanbaatar,"[{name=Agaar.mn, url=http://agaar.mn/}, {name=National Agency of Meteorology and Environmental Monitoring, url=http://namem.gov.mn}]","{latitude=47.917606, longitude=106.93736}",MN,Agaar.mn,,
"{utc=2015-09-15T04:45:00.000Z, local=2015-09-15T13:45:00+09:00}",pm10,Baruun 4 zam,113.0,Âµg/mÂ³,Ulaanbaatar,"[{name=Agaar.mn, url=http://agaar.mn/}, {name=National Agency of Meteorology and Environmental Monitoring, url=http://namem.gov.mn}]","{latitude=47.915382, longitude=106.894196}",MN,Agaar.mn,,
"{utc=2015-09-15T04:45:00.000Z, local=2015-09-15T13:45:00+09:00}",pm10,100 ail,183.0,Âµg/mÂ³,Ulaanbaatar,"[{name=Agaar.mn, url=http://agaar.mn/}, {name=National Agency of Meteorology and Environmental Monitoring, url=http://namem.gov.mn}]","{latitude=47.932907, longitude=106.92139}",MN,Agaar.mn,,
"{utc=2015-09-15T04:30:00.000Z, local=2015-09-15T13:30:00+09:00}",pm10,Bukhiin urguu,54.0,Âµg/mÂ³,Ulaanbaatar,"[{name=Agaar.mn, url=http://agaar.mn/}, {name=National Agency of Meteorology and Environmental Monitoring, url=http://namem.gov.mn}]","{latitude=47.917606, longitude=106.93736}",MN,Agaar.mn,,
"{utc=2015-09-15T04:30:00.000Z, local=2015-09-15T13:30:00+09:00}",pm10,100 ail,183.0,Âµg/mÂ³,Ulaanbaatar,"[{name=Agaar.mn, url=http://agaar.mn/}, {name=National Agency of Meteorology and Environmental Monitoring, url=http://namem.gov.mn}]","{latitude=47.932907, longitude=106.92139}",MN,Agaar.mn,,
"{utc=2015-09-15T04:30:00.000Z, local=2015-09-15T13:30:00+09:00}",pm10,Mongol gazar,85.0,Âµg/mÂ³,Ulaanbaatar,"[{name=Agaar.mn, url=http://agaar.mn/}, {name=National Agency of Meteorology and Environmental Monitoring, url=http://namem.gov.mn}]","{latitude=47.903538, longitude=106.85071}",MN,Agaar.mn,,
"{utc=2015-09-15T04:45:00.000Z, local=2015-09-15T13:45:00+09:00}",pm25,Baruun 4 zam,53.0,Âµg/mÂ³,Ulaanbaatar,"[{name=Agaar.mn, url=http://agaar.mn/}, {name=National Agency of Meteorology and Environmental Monitoring, url=http://namem.gov.mn}]","{latitude=47.915382, longitude=106.894196}",MN,Agaar.mn,,
"{utc=2015-09-15T06:00:00.000Z, local=2015-09-15T15:00:00+09:00}",pm25,MNB,15.0,Âµg/mÂ³,Ulaanbaatar,"[{name=Agaar.mn, url=http://agaar.mn/}, {name=National Agency of Meteorology and Environmental Monitoring, url=http://namem.gov.mn}]","{latitude=47.929733, longitude=106.888626}",MN,Agaar.mn,,
"{utc=2015-09-15T06:00:00.000Z, local=2015-09-15T15:00:00+09:00}",pm25,Amgalan,13.0,Âµg/mÂ³,Ulaanbaatar,"[{name=Agaar.mn, url=http://agaar.mn/}, {name=National Agency of Meteorology and Environmental Monitoring, url=http://namem.gov.mn}]","{latitude=47.91343, longitude=106.99791}",MN,Agaar.mn,,
"{utc=2015-09-15T04:45:00.000Z, local=2015-09-15T13:45:00+09:00}",pm10,Bukhiin urguu,51.0,Âµg/mÂ³,Ulaanbaatar,"[{name=Agaar.mn, url=http://agaar.mn/}, {name=National Agency of Meteorology and Environmental Monitoring, url=http://namem.gov.mn}]","{latitude=47.917606, longitude=106.93736}",MN,Agaar.mn,,
"{utc=2015-09-15T04:45:00.000Z, local=2015-09-15T13:45:00+09:00}",pm10,Mongol gazar,78.0,Âµg/mÂ³,Ulaanbaatar,"[{name=Agaar.mn, url=http://agaar.mn/}, {name=National Agency of Meteorology and Environmental Monitoring, url=http://namem.gov.mn}]","{latitude=47.903538, longitude=106.85071}",MN,Agaar.mn,,
"{utc=2015-09-15T06:15:00.000Z, local=2015-09-15T15:15:00+09:00}",pm25,Bukhiin urguu,35.0,Âµg/mÂ³,Ulaanbaatar,"[{name=Agaar.mn, url=http://agaar.mn/}, {name=National Agency of Meteorology and Environmental Monitoring, url=http://namem.gov.mn}]","{latitude=47.917606, longitude=106.93736}",MN,Agaar.mn,,
"{utc=2015-09-15T06:00:00.000Z, local=2015-09-15T15:00:00+09:00}",pm25,Nisekh,18.0,Âµg/mÂ³,Ulaanbaatar,"[{name=Agaar.mn, url=http://agaar.mn/}, {name=National Agency of Meteorology and Environmental Monitoring, url=http://namem.gov.mn}]","{latitude=47.86394, longitude=106.77909}",MN,Agaar.mn,,
"{utc=2015-09-15T06:00:00.000Z, local=2015-09-15T15:00:00+09:00}",pm25,Tolgoit,14.0,Âµg/mÂ³,Ulaanbaatar,"[{name=Agaar.mn, url=http://agaar.mn/}, {name=National Agency of Meteorology and Environmental Monitoring, url=http://namem.gov.mn}]","{latitude=47.922497, longitude=106.79481}",MN,Agaar.mn,,
"{utc=2015-09-15T06:15:00.000Z, local=2015-09-15T15:15:00+09:00}",pm10,Baruun 4 zam,83.0,Âµg/mÂ³,Ulaanbaatar,"[{name=Agaar.mn, url=http://agaar.mn/}, {name=National Agency of Meteorology and Environmental Monitoring, url=http://namem.gov.mn}]","{latitude=47.915382, longitude=106.894196}",MN,Agaar.mn,,
"{utc=2015-09-15T06:30:00.000Z, local=2015-09-15T15:30:00+09:00}",pm10,Nisekh,92.0,Âµg/mÂ³,Ulaanbaatar,"[{name=Agaar.mn, url=http://agaar.mn/}, {name=National Agency of Meteorology and Environmental Monitoring, url=http://namem.gov.mn}]","{latitude=47.86394, longitude=106.77909}",MN,Agaar.mn,,
"{utc=2015-09-15T06:15:00.000Z, local=2015-09-15T15:15:00+09:00}",pm10,100 ail,221.0,Âµg/mÂ³,Ulaanbaatar,"[{name=Agaar.mn, url=http://agaar.mn/}, {name=National Agency of Meteorology and Environmental Monitoring, url=http://namem.gov.mn}]","{latitude=47.932907, longitude=106.92139}",MN,Agaar.mn,,
"{utc=2015-09-15T06:30:00.000Z, local=2015-09-15T15:30:00+09:00}",pm25,Nisekh,11.0,Âµg/mÂ³,Ulaanbaatar,"[{name=Agaar.mn, url=http://agaar.mn/}, {name=National Agency of Meteorology and Environmental Monitoring, url=http://namem.gov.mn}]","{latitude=47.86394, longitude=106.77909}",MN,Agaar.mn,,
"{utc=2015-09-15T06:15:00.000Z, local=2015-09-15T15:15:00+09:00}",pm10,Bukhiin urguu,31.0,Âµg/mÂ³,Ulaanbaatar,"[{name=Agaar.mn, url=http://agaar.mn/}, {name=National Agency of Meteorology and Environmental Monitoring, url=http://namem.gov.mn}]","{latitude=47.917606, longitude=106.93736}",MN,Agaar.mn,,
"{utc=2015-09-15T06:15:00.000Z, local=2015-09-15T15:15:00+09:00}",pm10,Mongol gazar,56.0,Âµg/mÂ³,Ulaanbaatar,"[{name=Agaar.mn, url=http://agaar.mn/}, {name=National Agency of Meteorology and Environmental Monitoring, url=http://namem.gov.mn}]","{latitude=47.903538, longitude=106.85071}",MN,Agaar.mn,,
"{utc=2015-09-15T06:30:00.000Z, local=2015-09-15T15:30:00+09:00}",pm25,Amgalan,16.0,Âµg/mÂ³,Ulaanbaatar,"[{name=Agaar.mn, url=http://agaar.mn/}, {name=National Agency of Meteorology and Environmental Monitoring, url=http://namem.gov.mn}]","{latitude=47.91343, longitude=106.99791}",MN,Agaar.mn,,
"{utc=2015-09-15T06:00:00.000Z, local=2015-09-15T15:00:00+09:00}",pm10,Nisekh,88.0,Âµg/mÂ³,Ulaanbaatar,"[{name=Agaar.mn, url=http://agaar.mn/}, {name=National Agency of Meteorology and Environmental Monitoring, url=http://namem.gov.mn}]","{latitude=47.86394, longitude=106.77909}",MN,Agaar.mn,,
"{utc=2015-09-15T06:15:00.000Z, local=2015-09-15T15:15:00+09:00}",pm10,Misheel expo,61.0,Âµg/mÂ³,Ulaanbaatar,"[{name=Agaar.mn, url=http://agaar.mn/}, {name=National Agency of Meteorology and Environmental Monitoring, url=http://namem.gov.mn}]","{latitude=47.89434, longitude=106.88247}",MN,Agaar.mn,,
"{utc=2015-09-15T06:30:00.000Z, local=2015-09-15T15:30:00+09:00}",pm25,Tolgoit,19.0,Âµg/mÂ³,Ulaanbaatar,"[{name=Agaar.mn, url=http://agaar.mn/}, {name=National Agency of Meteorology and Environmental Monitoring, url=http://namem.gov.mn}]","{latitude=47.922497, longitude=106.79481}",MN,Agaar.mn,,
"{utc=2015-09-15T06:30:00.000Z, local=2015-09-15T15:30:00+09:00}",pm10,Baruun 4 zam,79.0,Âµg/mÂ³,Ulaanbaatar,"[{name=Agaar.mn, url=http://agaar.mn/}, {name=National Agency of Meteorology and Environmental Monitoring, url=http://namem.gov.mn}]","{latitude=47.915382, longitude=106.894196}",MN,Agaar.mn,,
"{utc=2015-09-15T06:45:00.000Z, local=2015-09-15T15:45:00+09:00}",pm25,Baruun 4 zam,35.0,Âµg/mÂ³,Ulaanbaatar,"[{name=Agaar.mn, url=http://agaar.mn/}, {name=National Agency of Meteorology and Environmental Monitoring, url=http://namem.gov.mn}]","{latitude=47.915382, longitude=106.894196}",MN,Agaar.mn,,
"{utc=2015-09-15T06:00:00.000Z, local=2015-09-15T15:00:00+09:00}",pm10,MNB,118.0,Âµg/mÂ³,Ulaanbaatar,"[{name=Agaar.mn, url=http://agaar.mn/}, {name=National Agency of Meteorology and Environmental Monitoring, url=http://namem.gov.mn}]","{latitude=47.929733, longitude=106.888626}",MN,Agaar.mn,,
"{utc=2015-09-15T06:30:00.000Z, local=2015-09-15T15:30:00+09:00}",pm10,Tolgoit,143.0,Âµg/mÂ³,Ulaanbaatar,"[{name=Agaar.mn, url=http://agaar.mn/}, {name=National Agency of Meteorology and Environmental Monitoring, url=http://namem.gov.mn}]","{latitude=47.922497, longitude=106.79481}",MN,Agaar.mn,,
"{utc=2015-09-15T06:30:00.000Z, local=2015-09-15T15:30:00+09:00}",pm10,Amgalan,139.0,Âµg/mÂ³,Ulaanbaatar,"[{name=Agaar.mn, url=http://agaar.mn/}, {name=National Agency of Meteorology and Environmental Monitoring, url=http://namem.gov.mn}]","{latitude=47.91343, longitude=106.99791}",MN,Agaar.mn,,
"{utc=2015-09-15T06:45:00.000Z, local=2015-09-15T15:45:00+09:00}",pm10,Baruun 4 zam,78.0,Âµg/mÂ³,Ulaanbaatar,"[{name=Agaar.mn, url=http://agaar.mn/}, {name=National Agency of Meteorology and Environmental Monitoring, url=http://namem.gov.mn}]","{latitude=47.915382, longitude=106.894196}",MN,Agaar.mn,,
"{utc=2015-09-15T06:00:00.000Z, local=2015-09-15T15:00:00+09:00}",pm10,Tolgoit,101.0,Âµg/mÂ³,Ulaanbaatar,"[{name=Agaar.mn, url=http://agaar.mn/}, {name=National Agency of Meteorology and Environmental Monitoring, url=http://namem.gov.mn}]","{latitude=47.922497, longitude=106.79481}",MN,Agaar.mn,,
"{utc=2015-09-15T06:00:00.000Z, local=2015-09-15T15:00:00+09:00}",pm10,Amgalan,106.0,Âµg/mÂ³,Ulaanbaatar,"[{name=Agaar.mn, url=http://agaar.mn/}, {name=National Agency of Meteorology and Environmental Monitoring, url=http://namem.gov.mn}]","{latitude=47.91343, longitude=106.99791}",MN,Agaar.mn,,
"{utc=2015-09-15T06:30:00.000Z, local=2015-09-15T15:30:00+09:00}",pm10,MNB,148.0,Âµg/mÂ³,Ulaanbaatar,"[{name=Agaar.mn, url=http://agaar.mn/}, {name=National Agency of Meteorology and Environmental Monitoring, url=http://namem.gov.mn}]","{latitude=47.929733, longitude=106.888626}",MN,Agaar.mn,,
"{utc=2015-09-15T06:30:00.000Z, local=2015-09-15T15:30:00+09:00}",pm25,Baruun 4 zam,35.0,Âµg/mÂ³,Ulaanbaatar,"[{name=Agaar.mn, url=http://agaar.mn/}, {name=National Agency of Meteorology and Environmental Monitoring, url=http://namem.gov.mn}]","{latitude=47.915382, longitude=106.894196}",MN,Agaar.mn,,
"{utc=2015-09-15T06:30:00.000Z, local=2015-09-15T15:30:00+09:00}",pm10,100 ail,221.0,Âµg/mÂ³,Ulaanbaatar,"[{name=Agaar.mn, url=http://agaar.mn/}, {name=National Agency of Meteorology and Environmental Monitoring, url=http://namem.gov.mn}]","{latitude=47.932907, longitude=106.92139}",MN,Agaar.mn,,
"{utc=2015-09-15T06:15:00.000Z, local=2015-09-15T15:15:00+09:00}",pm25,Baruun 4 zam,36.0,Âµg/mÂ³,Ulaanbaatar,"[{name=Agaar.mn, url=http://agaar.mn/}, {name=National Agency of Meteorology and Environmental Monitoring, url=http://namem.gov.mn}]","{latitude=47.915382, longitude=106.894196}",MN,Agaar.mn,,
"{utc=2015-09-15T06:30:00.000Z, local=2015-09-15T15:30:00+09:00}",pm25,MNB,16.0,Âµg/mÂ³,Ulaanbaatar,"[{name=Agaar.mn, url=http://agaar.mn/}, {name=National Agency of Meteorology and Environmental Monitoring, url=http://namem.gov.mn}]","{latitude=47.929733, longitude=106.888626}",MN,Agaar.mn,,
"{utc=2015-09-15T06:30:00.000Z, local=2015-09-15T15:30:00+09:00}",pm25,Bukhiin urguu,35.0,Âµg/mÂ³,Ulaanbaatar,"[{name=Agaar.mn, url=http://agaar.mn/}, {name=National Agency of Meteorology and Environmental Monitoring, url=http://namem.gov.mn}]","{latitude=47.917606, longitude=106.93736}",MN,Agaar.mn,,
"{utc=2015-09-15T06:30:00.000Z, local=2015-09-15T15:30:00+09:00}",pm10,Mongol gazar,56.0,Âµg/mÂ³,Ulaanbaatar,"[{name=Agaar.mn, url=http://agaar.mn/}, {name=National Agency of Meteorology and Environmental Monitoring, url=http://namem.gov.mn}]","{latitude=47.903538, longitude=106.85071}",MN,Agaar.mn,,
"{utc=2015-09-15T07:00:00.000Z, local=2015-09-15T16:00:00+09:00}",pm10,Nisekh,94.0,Âµg/mÂ³,Ulaanbaatar,"[{name=Agaar.mn, url=http://agaar.mn/}, {name=National Agency of Meteorology and Environmental Monitoring, url=http://namem.gov.mn}]","{latitude=47.86394, longitude=106.77909}",MN,Agaar.mn,,
"{utc=2015-09-15T06:30:00.000Z, local=2015-09-15T15:30:00+09:00}",pm10,Misheel expo,70.0,Âµg/mÂ³,Ulaanbaatar,"[{name=Agaar.mn, url=http://agaar.mn/}, {name=National Agency of Meteorology and Environmental Monitoring, url=http://namem.gov.mn}]","{latitude=47.89434, longitude=106.88247}",MN,Agaar.mn,,
"{utc=2015-09-15T06:45:00.000Z, local=2015-09-15T15:45:00+09:00}",pm10,Misheel expo,75.0,Âµg/mÂ³,Ulaanbaatar,"[{name=Agaar.mn, url=http://agaar.mn/}, {name=National Agency of Meteorology and Environmental Monitoring, url=http://namem.gov.mn}]","{latitude=47.89434, longitude=106.88247}",MN,Agaar.mn,,
"{utc=2015-09-15T07:00:00.000Z, local=2015-09-15T16:00:00+09:00}",pm25,Amgalan,18.0,Âµg/mÂ³,Ulaanbaatar,"[{name=Agaar.mn, url=http://agaar.mn/}, {name=National Agency of Meteorology and Environmental Monitoring, url=http://namem.gov.mn}]","{latitude=47.91343, longitude=106.99791}",MN,Agaar.mn,,
"{utc=2015-09-15T07:15:00.000Z, local=2015-09-15T16:15:00+09:00}",pm10,Baruun 4 zam,74.0,Âµg/mÂ³,Ulaanbaatar,"[{name=Agaar.mn, url=http://agaar.mn/}, {name=National Agency of Meteorology and Environmental Monitoring, url=http://namem.gov.mn}]","{latitude=47.915382, longitude=106.894196}",MN,Agaar.mn,,
"{utc=2015-09-15T06:30:00.000Z, local=2015-09-15T15:30:00+09:00}",pm10,Bukhiin urguu,31.0,Âµg/mÂ³,Ulaanbaatar,"[{name=Agaar.mn, url=http://agaar.mn/}, {name=National Agency of Meteorology and Environmental Monitoring, url=http://namem.gov.mn}]","{latitude=47.917606, longitude=106.93736}",MN,Agaar.mn,,
"{utc=2015-09-15T06:45:00.000Z, local=2015-09-15T15:45:00+09:00}",pm10,Bukhiin urguu,31.0,Âµg/mÂ³,Ulaanbaatar,"[{name=Agaar.mn, url=http://agaar.mn/}, {name=National Agency of Meteorology and Environmental Monitoring, url=http://namem.gov.mn}]","{latitude=47.917606, longitude=106.93736}",MN,Agaar.mn,,
"{utc=2015-09-15T07:00:00.000Z, local=2015-09-15T16:00:00+09:00}",pm10,Tolgoit,131.0,Âµg/mÂ³,Ulaanbaatar,"[{name=Agaar.mn, url=http://agaar.mn/}, {name=National Agency of Meteorology and Environmental Monitoring, url=http://namem.gov.mn}]","{latitude=47.922497, longitude=106.79481}",MN,Agaar.mn,,
"{utc=2015-09-15T07:00:00.000Z, local=2015-09-15T16:00:00+09:00}",pm10,Baruun 4 zam,77.0,Âµg/mÂ³,Ulaanbaatar,"[{name=Agaar.mn, url=http://agaar.mn/}, {name=National Agency of Meteorology and Environmental Monitoring, url=http://namem.gov.mn}]","{latitude=47.915382, longitude=106.894196}",MN,Agaar.mn,,
"{utc=2015-09-15T07:15:00.000Z, local=2015-09-15T16:15:00+09:00}",pm25,Bukhiin urguu,46.0,Âµg/mÂ³,Ulaanbaatar,"[{name=Agaar.mn, url=http://agaar.mn/}, {name=National Agency of Meteorology and Environmental Monitoring, url=http://namem.gov.mn}]","{latitude=47.917606, longitude=106.93736}",MN,Agaar.mn,,
"{utc=2015-09-15T06:45:00.000Z, local=2015-09-15T15:45:00+09:00}",pm25,Bukhiin urguu,35.0,Âµg/mÂ³,Ulaanbaatar,"[{name=Agaar.mn, url=http://agaar.mn/}, {name=National Agency of Meteorology and Environmental Monitoring, url=http://namem.gov.mn}]","{latitude=47.917606, longitude=106.93736}",MN,Agaar.mn,,
"{utc=2015-09-15T06:45:00.000Z, local=2015-09-15T15:45:00+09:00}",pm10,Mongol gazar,53.0,Âµg/mÂ³,Ulaanbaatar,"[{name=Agaar.mn, url=http://agaar.mn/}, {name=National Agency of Meteorology and Environmental Monitoring, url=http://namem.gov.mn}]","{latitude=47.903538, longitude=106.85071}",MN,Agaar.mn,,
"{utc=2015-09-15T07:00:00.000Z, local=2015-09-15T16:00:00+09:00}",pm25,Tolgoit,17.0,Âµg/mÂ³,Ulaanbaatar,"[{name=Agaar.mn, url=http://agaar.mn/}, {name=National Agency of Meteorology and Environmental Monitoring, url=http://namem.gov.mn}]","{latitude=47.922497, longitude=106.79481}",MN,Agaar.mn,,
"{utc=2015-09-15T07:30:00.000Z, local=2015-09-15T16:30:00+09:00}",pm25,Nisekh,15.0,Âµg/mÂ³,Ulaanbaatar,"[{name=Agaar.mn, url=http://agaar.mn/}, {name=National Agency of Meteorology and Environmental Monitoring, url=http://namem.gov.mn}]","{latitude=47.86394, longitude=106.77909}",MN,Agaar.mn,,
"{utc=2015-09-15T07:00:00.000Z, local=2015-09-15T16:00:00+09:00}",pm25,Baruun 4 zam,35.0,Âµg/mÂ³,Ulaanbaatar,"[{name=Agaar.mn, url=http://agaar.mn/}, {name=National Agency of Meteorology and Environmental Monitoring, url=http://namem.gov.mn}]","{latitude=47.915382, longitude=106.894196}",MN,Agaar.mn,,
"{utc=2015-09-15T07:15:00.000Z, local=2015-09-15T16:15:00+09:00}",pm10,Mongol gazar,40.0,Âµg/mÂ³,Ulaanbaatar,"[{name=Agaar.mn, url=http://agaar.mn/}, {name=National Agency of Meteorology and Environmental Monitoring, url=http://namem.gov.mn}]","{latitude=47.903538, longitude=106.85071}",MN,Agaar.mn,,
"{utc=2015-09-15T07:30:00.000Z, local=2015-09-15T16:30:00+09:00}",pm10,MNB,87.0,Âµg/mÂ³,Ulaanbaatar,"[{name=Agaar.mn, url=http://agaar.mn/}, {name=National Agency of Meteorology and Environmental Monitoring, url=http://namem.gov.mn}]","{latitude=47.929733, longitude=106.888626}",MN,Agaar.mn,,
"{utc=2015-09-15T07:30:00.000Z, local=2015-09-15T16:30:00+09:00}",pm10,Bukhiin urguu,33.0,Âµg/mÂ³,Ulaanbaatar,"[{name=Agaar.mn, url=http://agaar.mn/}, {name=National Agency of Meteorology and Environmental Monitoring, url=http://namem.gov.mn}]","{latitude=47.917606, longitude=106.93736}",MN,Agaar.mn,,
"{utc=2015-09-15T07:00:00.000Z, local=2015-09-15T16:00:00+09:00}",pm10,Amgalan,155.0,Âµg/mÂ³,Ulaanbaatar,"[{name=Agaar.mn, url=http://agaar.mn/}, {name=National Agency of Meteorology and Environmental Monitoring, url=http://namem.gov.mn}]","{latitude=47.91343, longitude=106.99791}",MN,Agaar.mn,,
"{utc=2015-09-15T07:30:00.000Z, local=2015-09-15T16:30:00+09:00}",pm10,Amgalan,148.0,Âµg/mÂ³,Ulaanbaatar,"[{name=Agaar.mn, url=http://agaar.mn/}, {name=National Agency of Meteorology and Environmental Monitoring, url=http://namem.gov.mn}]","{latitude=47.91343, longitude=106.99791}",MN,Agaar.mn,,
"{utc=2015-09-15T07:30:00.000Z, local=2015-09-15T16:30:00+09:00}",pm25,Baruun 4 zam,31.0,Âµg/mÂ³,Ulaanbaatar,"[{name=Agaar.mn, url=http://agaar.mn/}, {name=National Agency of Meteorology and Environmental Monitoring, url=http://namem.gov.mn}]","{latitude=47.915382, longitude=106.894196}",MN,Agaar.mn,,
"{utc=2015-09-15T07:00:00.000Z, local=2015-09-15T16:00:00+09:00}",pm10,MNB,126.0,Âµg/mÂ³,Ulaanbaatar,"[{name=Agaar.mn, url=http://agaar.mn/}, {name=National Agency of Meteorology and Environmental Monitoring, url=http://namem.gov.mn}]","{latitude=47.929733, longitude=106.888626}",MN,Agaar.mn,,
"{utc=2015-09-15T07:00:00.000Z, local=2015-09-15T16:00:00+09:00}",pm10,100 ail,221.0,Âµg/mÂ³,Ulaanbaatar,"[{name=Agaar.mn, url=http://agaar.mn/}, {name=National Agency of Meteorology and Environmental Monitoring, url=http://namem.gov.mn}]","{latitude=47.932907, longitude=106.92139}",MN,Agaar.mn,,
"{utc=2015-09-15T07:15:00.000Z, local=2015-09-15T16:15:00+09:00}",pm10,Bukhiin urguu,31.0,Âµg/mÂ³,Ulaanbaatar,"[{name=Agaar.mn, url=http://agaar.mn/}, {name=National Agency of Meteorology and Environmental Monitoring, url=http://namem.gov.mn}]","{latitude=47.917606, longitude=106.93736}",MN,Agaar.mn,,
"{utc=2015-09-15T07:30:00.000Z, local=2015-09-15T16:30:00+09:00}",pm25,MNB,14.0,Âµg/mÂ³,Ulaanbaatar,"[{name=Agaar.mn, url=http://agaar.mn/}, {name=National Agency of Meteorology and Environmental Monitoring, url=http://namem.gov.mn}]","{latitude=47.929733, longitude=106.888626}",MN,Agaar.mn,,
"{utc=2015-09-15T07:00:00.000Z, local=2015-09-15T16:00:00+09:00}",pm25,Nisekh,13.0,Âµg/mÂ³,Ulaanbaatar,"[{name=Agaar.mn, url=http://agaar.mn/}, {name=National Agency of Meteorology and Environmental Monitoring, url=http://namem.gov.mn}]","{latitude=47.86394, longitude=106.77909}",MN,Agaar.mn,,
"{utc=2015-09-15T07:00:00.000Z, local=2015-09-15T16:00:00+09:00}",pm10,Misheel expo,78.0,Âµg/mÂ³,Ulaanbaatar,"[{name=Agaar.mn, url=http://agaar.mn/}, {name=National Agency of Meteorology and Environmental Monitoring, url=http://namem.gov.mn}]","{latitude=47.89434, longitude=106.88247}",MN,Agaar.mn,,
"{utc=2015-09-15T07:30:00.000Z, local=2015-09-15T16:30:00+09:00}",pm10,Nisekh,131.0,Âµg/mÂ³,Ulaanbaatar,"[{name=Agaar.mn, url=http://agaar.mn/}, {name=National Agency of Meteorology and Environmental Monitoring, url=http://namem.gov.mn}]","{latitude=47.86394, longitude=106.77909}",MN,Agaar.mn,,
"{utc=2015-09-15T07:30:00.000Z, local=2015-09-15T16:30:00+09:00}",pm25,Amgalan,18.0,Âµg/mÂ³,Ulaanbaatar,"[{name=Agaar.mn, url=http://agaar.mn/}, {name=National Agency of Meteorology and Environmental Monitoring, url=http://namem.gov.mn}]","{latitude=47.91343, longitude=106.99791}",MN,Agaar.mn,,
"{utc=2015-09-15T06:45:00.000Z, local=2015-09-15T15:45:00+09:00}",pm10,100 ail,221.0,Âµg/mÂ³,Ulaanbaatar,"[{name=Agaar.mn, url=http://agaar.mn/}, {name=National Agency of Meteorology and Environmental Monitoring, url=http://namem.gov.mn}]","{latitude=47.932907, longitude=106.92139}",MN,Agaar.mn,,
"{utc=2015-09-15T07:00:00.000Z, local=2015-09-15T16:00:00+09:00}",pm10,Bukhiin urguu,31.0,Âµg/mÂ³,Ulaanbaatar,"[{name=Agaar.mn, url=http://agaar.mn/}, {name=National Agency of Meteorology and Environmental Monitoring, url=http://namem.gov.mn}]","{latitude=47.917606, longitude=106.93736}",MN,Agaar.mn,,
"{utc=2015-09-15T07:15:00.000Z, local=2015-09-15T16:15:00+09:00}",pm10,Misheel expo,85.0,Âµg/mÂ³,Ulaanbaatar,"[{name=Agaar.mn, url=http://agaar.mn/}, {name=National Agency of Meteorology and Environmental Monitoring, url=http://namem.gov.mn}]","{latitude=47.89434, longitude=106.88247}",MN,Agaar.mn,,
"{utc=2015-09-15T07:30:00.000Z, local=2015-09-15T16:30:00+09:00}",pm10,Tolgoit,153.0,Âµg/mÂ³,Ulaanbaatar,"[{name=Agaar.mn, url=http://agaar.mn/}, {name=National Agency of Meteorology and Environmental Monitoring, url=http://namem.gov.mn}]","{latitude=47.922497, longitude=106.79481}",MN,Agaar.mn,,
"{utc=2015-09-15T07:30:00.000Z, local=2015-09-15T16:30:00+09:00}",pm10,100 ail,221.0,Âµg/mÂ³,Ulaanbaatar,"[{name=Agaar.mn, url=http://agaar.mn/}, {name=National Agency of Meteorology and Environmental Monitoring, url=http://namem.gov.mn}]","{latitude=47.932907, longitude=106.92139}",MN,Agaar.mn,,
"{utc=2015-09-15T07:00:00.000Z, local=2015-09-15T16:00:00+09:00}",pm25,MNB,15.0,Âµg/mÂ³,Ulaanbaatar,"[{name=Agaar.mn, url=http://agaar.mn/}, {name=National Agency of Meteorology and Environmental Monitoring, url=http://namem.gov.mn}]","{latitude=47.929733, longitude=106.888626}",MN,Agaar.mn,,
"{utc=2015-09-15T07:00:00.000Z, local=2015-09-15T16:00:00+09:00}",pm25,Bukhiin urguu,37.0,Âµg/mÂ³,Ulaanbaatar,"[{name=Agaar.mn, url=http://agaar.mn/}, {name=National Agency of Meteorology and Environmental Monitoring, url=http://namem.gov.mn}]","{latitude=47.917606, longitude=106.93736}",MN,Agaar.mn,,
"{utc=2015-09-15T07:00:00.000Z, local=2015-09-15T16:00:00+09:00}",pm10,Mongol gazar,50.0,Âµg/mÂ³,Ulaanbaatar,"[{name=Agaar.mn, url=http://agaar.mn/}, {name=National Agency of Meteorology and Environmental Monitoring, url=http://namem.gov.mn}]","{latitude=47.903538, longitude=106.85071}",MN,Agaar.mn,,
"{utc=2015-09-15T07:15:00.000Z, local=2015-09-15T16:15:00+09:00}",pm25,Baruun 4 zam,31.0,Âµg/mÂ³,Ulaanbaatar,"[{name=Agaar.mn, url=http://agaar.mn/}, {name=National Agency of Meteorology and Environmental Monitoring, url=http://namem.gov.mn}]","{latitude=47.915382, longitude=106.894196}",MN,Agaar.mn,,
"{utc=2015-09-15T07:15:00.000Z, local=2015-09-15T16:15:00+09:00}",pm10,100 ail,221.0,Âµg/mÂ³,Ulaanbaatar,"[{name=Agaar.mn, url=http://agaar.mn/}, {name=National Agency of Meteorology and Environmental Monitoring, url=http://namem.gov.mn}]","{latitude=47.932907, longitude=106.92139}",MN,Agaar.mn,,
